Created On,Main Variant Image,More Variant Images,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Product Categories,Product Description,Product Handle,Product ID,Product Name,Product Tax Class,Product Type,Products Collection ID,Published On,Requires Shipping,Updated On,Variant Compare-at Price,Variant Height,Variant ID,Variant Length,Variant Price,Variant Weight,Variant Width,Variants Collection ID
2024-12-31T17:17:50.000Z,https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/673cdc9e91604d9b508677a8_image17.jpeg,,High-quality,Wool,High-quality,amber,Medium;Spicy,"Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Integer rutrum ante et nunc venenatis, id ultricies risus ultricies.
Praesent nec orci at nulla consequat congue ut non arcu.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
",where-theres-hickory-smoke,6774273ea7f204c3b32f2f07,Where There's Hickory Smoke,standard-taxable,Physical,6733666494079955,2025-01-08T19:42:12.000Z,True,2025-01-08T19:42:12.000Z,"$1,072.26",98,6774273fa20ecd95df4dd5e9,61,$4.68,28,50,6733666494079956
2024-12-31T17:10:52.000Z,,,High-quality,black,Stylish,indigo,Hot;Spicy,"Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Sed auctor augue id tellus lacinia, nec ultricies est fermen",jerky-seasoning,6774259cd23f5b81cf002dcd,Jerky Seasoning,standard-taxable,Physical,6733666494079955,2025-01-08T19:43:18.000Z,True,2025-01-08T19:43:18.000Z,"$9,103.97",55,6774259e160207547beb2707,13,$3.58,59,75,6733666494079956
2024-11-19T18:44:47.000Z,,,Sleek,Velvet,Modern,Leather,Mild;Sweet,"Praesent nec orci at nulla consequat congue ut non arcu.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
Praesent nec orci at nulla consequat congue ut non arcu.
Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Lorem ipsum dolor sit amet, consectetur adipisc",spice-3,673cdc9f91604d9b50867804,Spice 3,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,"$8,104.18",48,673cdca191604d9b50867b0f,19,$10.82,51,50,6733666494079956
2024-12-31T17:17:50.000Z,https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/673cdc9e91604d9b508677a8_image17.jpeg,,High-quality,Satin,High-quality,blue,Medium;Spicy,"Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Integer rutrum ante et nunc venenatis, id ultricies risus ultricies.
Praesent nec orci at nulla consequat congue ut non arcu.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
",where-theres-hickory-smoke,6774273ea7f204c3b32f2f07,Where There's Hickory Smoke,standard-taxable,Physical,6733666494079955,2025-01-08T19:42:12.000Z,True,2025-01-08T19:42:12.000Z,"$1,072.26",98,6774273ea20ecd95df4dd507,61,$4.68,28,50,6733666494079956
2024-11-19T18:44:47.000Z,,,Versatile,pink,Luxurious,Polyester,Medium;Sweet,"Maecenas euismod sapien eu arcu convallis, vitae vestibulum ipsum maximus.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
Fusce aliquet ",spice-5,673cdc9f91604d9b50867800,Spice 5,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,"$3,725.52",22,673cdca091604d9b50867a70,93,$97.64,35,5,6733666494079956
2024-11-19T18:44:47.000Z,,,Premium,white,Stylish,Velvet,Hot;Savory,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae.
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae.
Praesent nec orci at nulla consequat congue ut non arcu.
Sed auctor augue id tellus lacinia, nec ultricies e",spice-1,673cdc9f91604d9b50867812,Spice 1,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,"$8,766.56",42,673cdca391604d9b50867d8d,41,$40.01,,9,6733666494079956
2024-11-19T18:44:47.000Z,,,High-quality,cyan,Stylish,teal,Hot;Spicy,"Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Sed auctor augue id tellus lacinia, nec ultricies est fermen",spice-4,673cdc9f91604d9b50867802,Spice 4,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,"$9,103.97",55,673cdca391604d9b50867dff,13,$3.58,59,75,6733666494079956
2024-12-31T17:17:50.000Z,https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/673cdc9e91604d9b508677a8_image17.jpeg,,High-quality,Denim,High-quality,blueGrey,Medium;Spicy,"Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Integer rutrum ante et nunc venenatis, id ultricies risus ultricies.
Praesent nec orci at nulla consequat congue ut non arcu.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
",where-theres-hickory-smoke,6774273ea7f204c3b32f2f07,Where There's Hickory Smoke,standard-taxable,Physical,6733666494079955,2025-01-08T19:42:12.000Z,True,2025-01-08T19:42:12.000Z,"$1,072.26",98,6774273ea20ecd95df4dd505,61,$4.68,28,50,6733666494079956
2024-11-19T18:44:47.000Z,,,High-quality,black,Stylish,red,Hot;Spicy,"Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Sed auctor augue id tellus lacinia, nec ultricies est fermen",spice-4,673cdc9f91604d9b50867802,Spice 4,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,"$9,103.97",55,673cdca291604d9b50867bd2,13,$3.58,59,75,6733666494079956
2024-11-19T18:44:47.000Z,https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/673cdc9e91604d9b508677a8_image17.jpeg,,High-quality,Wool,High-quality,amber,Medium;Spicy,"Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Integer rutrum ante et nunc venenatis, id ultricies risus ultricies.
Praesent nec orci at nulla consequat congue ut non arcu.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
",spice-2,673cdc9f91604d9b50867808,Spice 2,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,"$1,072.26",98,673cdca391604d9b50867e01,61,$4.68,28,50,6733666494079956
2024-12-31T17:14:46.000Z,,,Sleek,Polyester,Modern,Polyester,Mild;Sweet,"Praesent nec orci at nulla consequat congue ut non arcu.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
Praesent nec orci at nulla consequat congue ut non arcu.
Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Lorem ipsum dolor sit amet, consectetur adipisc",apple-honey-hoedown,6774268676d16adf79d3e224,Apple & Honey Hoedown,standard-taxable,Physical,6733666494079955,2025-01-08T19:42:55.000Z,True,2025-01-08T19:42:55.000Z,"$8,104.18",48,67742688c7979a15f4b47a76,19,$10.82,51,50,6733666494079956
2024-12-31T17:05:13.000Z,,,Versatile,amber,Luxurious,Polyester,Medium;Sweet,"Maecenas euismod sapien eu arcu convallis, vitae vestibulum ipsum maximus.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
Fusce aliquet ",hoppin-honey-mustard,677424498843cf82939c3936,Hoppin Honey Mustard,standard-taxable,Physical,6733666494079955,2025-01-08T19:44:13.000Z,True,2025-01-08T19:44:13.000Z,"$3,725.52",22,6774244be339edfdd577da5a,93,$97.64,35,5,6733666494079956
2024-12-31T17:14:46.000Z,,,Sleek,Leather,Modern,Satin,Mild;Sweet,"Praesent nec orci at nulla consequat congue ut non arcu.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
Praesent nec orci at nulla consequat congue ut non arcu.
Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Lorem ipsum dolor sit amet, consectetur adipisc",apple-honey-hoedown,6774268676d16adf79d3e224,Apple & Honey Hoedown,standard-taxable,Physical,6733666494079955,2025-01-08T19:42:55.000Z,True,2025-01-08T19:42:55.000Z,"$8,104.18",48,67742687c7979a15f4b47703,19,$10.82,51,50,6733666494079956
2024-12-31T17:05:13.000Z,,,Versatile,amber,Luxurious,Cotton,Medium;Sweet,"Maecenas euismod sapien eu arcu convallis, vitae vestibulum ipsum maximus.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
Fusce aliquet ",hoppin-honey-mustard,677424498843cf82939c3936,Hoppin Honey Mustard,standard-taxable,Physical,6733666494079955,2025-01-08T19:44:13.000Z,True,2025-01-08T19:44:13.000Z,"$3,725.52",22,6774244ae339edfdd577d939,93,$97.64,35,5,6733666494079956
2024-12-31T17:17:50.000Z,https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/673cdc9e91604d9b508677a8_image17.jpeg,,High-quality,Wool,High-quality,blue,Medium;Spicy,"Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Integer rutrum ante et nunc venenatis, id ultricies risus ultricies.
Praesent nec orci at nulla consequat congue ut non arcu.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
",where-theres-hickory-smoke,6774273ea7f204c3b32f2f07,Where There's Hickory Smoke,standard-taxable,Physical,6733666494079955,2025-01-08T19:42:12.000Z,True,2025-01-08T19:42:12.000Z,"$1,072.26",98,6774273fa20ecd95df4dd5d9,61,$4.68,28,50,6733666494079956
2024-12-31T17:14:46.000Z,,,Sleek,Leather,Modern,Polyester,Mild;Sweet,"Praesent nec orci at nulla consequat congue ut non arcu.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
Praesent nec orci at nulla consequat congue ut non arcu.
Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Lorem ipsum dolor sit amet, consectetur adipisc",apple-honey-hoedown,6774268676d16adf79d3e224,Apple & Honey Hoedown,standard-taxable,Physical,6733666494079955,2025-01-08T19:42:55.000Z,True,2025-01-08T19:42:55.000Z,"$8,104.18",48,67742688c7979a15f4b47a7a,19,$10.82,51,50,6733666494079956
2024-12-31T17:09:39.000Z,,,Versatile,amber,Luxurious,Cotton,Medium;Sweet,"Maecenas euismod sapien eu arcu convallis, vitae vestibulum ipsum maximus.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
Fusce aliquet ",roadhouse-rub,6774255342d8ecddf8318586,Roadhouse Rub,standard-taxable,Physical,6733666494079955,2025-01-08T19:43:44.000Z,True,2025-01-08T19:43:44.000Z,"$3,725.52",22,67742554c7f918a28c5efb40,93,$97.64,35,5,6733666494079956
2024-11-19T18:44:47.000Z,,,High-quality,indigo,Stylish,red,Hot;Spicy,"Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Sed auctor augue id tellus lacinia, nec ultricies est fermen",spice-4,673cdc9f91604d9b50867802,Spice 4,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,"$9,103.97",55,673cdca191604d9b50867baf,13,$3.58,59,75,6733666494079956
2024-11-19T18:44:47.000Z,https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/67464cbf7b7f8c98c1a88cb2_OUTLAW_SPICE_PRODUCT_DEMO.avif,https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/674e1fd474f3cbe0dae4954e_outlaw_spice_more_image_demo-1.jpg; https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/674e1fd2ab333b6aaaacb932_outlaw_spice_more_image_demo-2.jpg; https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/674e1fd283c35424cc4e89da_outlaw_spice_more_image_demo-3.jpg; https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/674e1fd208208a4d26b0db22_outlaw_spice_more_image_demo-4.jpg,High-quality,indigo,Stylish,teal,Hot;Spicy,"Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Sed auctor augue id tellus lacinia, nec ultricies est fermen",spice-4,673cdc9f91604d9b50867802,Spice 4,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,$22.22,55,673cdc9f91604d9b508678bb,13,$11.14,59,75,6733666494079956
2024-12-31T17:05:13.000Z,https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/677ed587c84595a6f4ea3702_53056_01.avif,https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/674e1fd474f3cbe0dae4954e_outlaw_spice_more_image_demo-1.jpg; https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/674e1fd2ab333b6aaaacb932_outlaw_spice_more_image_demo-2.jpg; https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/674e1fd283c35424cc4e89da_outlaw_spice_more_image_demo-3.jpg; https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/674e1fd208208a4d26b0db22_outlaw_spice_more_image_demo-4.jpg,Versatile,brown,Luxurious,Polyester,Medium;Sweet,"Maecenas euismod sapien eu arcu convallis, vitae vestibulum ipsum maximus.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
Fusce aliquet ",hoppin-honey-mustard,677424498843cf82939c3936,Hoppin Honey Mustard,standard-taxable,Physical,6733666494079955,2025-01-08T19:44:13.000Z,True,2025-01-08T19:44:13.000Z,$22.22,22,6774244ae339edfdd577d937,93,$11.15,35,5,6733666494079956
2024-12-31T17:10:52.000Z,,,High-quality,indigo,Stylish,red,Hot;Spicy,"Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Sed auctor augue id tellus lacinia, nec ultricies est fermen",jerky-seasoning,6774259cd23f5b81cf002dcd,Jerky Seasoning,standard-taxable,Physical,6733666494079955,2025-01-08T19:43:18.000Z,True,2025-01-08T19:43:18.000Z,"$9,103.97",55,6774259d160207547beb2545,13,$3.58,59,75,6733666494079956
2024-11-19T18:44:47.000Z,https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/67464cbf7b7f8c98c1a88cb2_OUTLAW_SPICE_PRODUCT_DEMO.avif,https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/674e1fd474f3cbe0dae4954e_outlaw_spice_more_image_demo-1.jpg; https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/674e1fd2ab333b6aaaacb932_outlaw_spice_more_image_demo-2.jpg; https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/674e1fd283c35424cc4e89da_outlaw_spice_more_image_demo-3.jpg; https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/674e1fd208208a4d26b0db22_outlaw_spice_more_image_demo-4.jpg,High-quality,Denim,High-quality,blue,Medium;Spicy,"Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Integer rutrum ante et nunc venenatis, id ultricies risus ultricies.
Praesent nec orci at nulla consequat congue ut non arcu.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
",spice-2,673cdc9f91604d9b50867808,Spice 2,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,$22.22,98,673cdc9f91604d9b508678c2,61,$11.12,28,50,6733666494079956
2024-12-31T17:14:46.000Z,,,Sleek,Velvet,Modern,Polyester,Mild;Sweet,"Praesent nec orci at nulla consequat congue ut non arcu.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
Praesent nec orci at nulla consequat congue ut non arcu.
Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Lorem ipsum dolor sit amet, consectetur adipisc",apple-honey-hoedown,6774268676d16adf79d3e224,Apple & Honey Hoedown,standard-taxable,Physical,6733666494079955,2025-01-08T19:42:55.000Z,True,2025-01-08T19:42:55.000Z,"$8,104.18",48,67742688c7979a15f4b47a98,19,$10.82,51,50,6733666494079956
2024-11-19T18:44:47.000Z,,,Sleek,Polyester,Modern,Satin,Mild;Sweet,"Praesent nec orci at nulla consequat congue ut non arcu.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
Praesent nec orci at nulla consequat congue ut non arcu.
Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Lorem ipsum dolor sit amet, consectetur adipisc",spice-3,673cdc9f91604d9b50867804,Spice 3,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,"$8,104.18",48,673cdca391604d9b50867df5,19,$10.82,51,50,6733666494079956
2024-11-19T18:44:47.000Z,,,Premium,cyan,Stylish,Polyester,Hot;Savory,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae.
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae.
Praesent nec orci at nulla consequat congue ut non arcu.
Sed auctor augue id tellus lacinia, nec ultricies e",spice-1,673cdc9f91604d9b50867812,Spice 1,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,"$8,766.56",42,673cdca191604d9b50867aed,41,$40.01,,9,6733666494079956
2024-11-19T18:44:47.000Z,https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/673cdc9e91604d9b508677a8_image17.jpeg,,High-quality,Wool,High-quality,blueGrey,Medium;Spicy,"Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Integer rutrum ante et nunc venenatis, id ultricies risus ultricies.
Praesent nec orci at nulla consequat congue ut non arcu.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
",spice-2,673cdc9f91604d9b50867808,Spice 2,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,"$1,072.26",98,673cdca391604d9b50867e12,61,$4.68,28,50,6733666494079956
2024-11-26T22:45:59.000Z,,,Versatile,brown,Luxurious,Cotton,Medium;Sweet,"Maecenas euismod sapien eu arcu convallis, vitae vestibulum ipsum maximus.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
Fusce aliquet ",spice-6,67464fa75bf9d22f93c38bb3,Spice 6,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,"$3,725.52",22,67464fa86ebe66eec43d56b3,93,$97.64,35,5,6733666494079956
2024-11-19T18:44:47.000Z,,,High-quality,black,Stylish,teal,Hot;Spicy,"Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Sed auctor augue id tellus lacinia, nec ultricies est fermen",spice-4,673cdc9f91604d9b50867802,Spice 4,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,"$9,103.97",55,673cdca191604d9b50867ba9,13,$3.58,59,75,6733666494079956
2024-11-19T18:44:47.000Z,,,Premium,cyan,Stylish,Velvet,Hot;Savory,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae.
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae.
Praesent nec orci at nulla consequat congue ut non arcu.
Sed auctor augue id tellus lacinia, nec ultricies e",spice-1,673cdc9f91604d9b50867812,Spice 1,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,"$8,766.56",42,673cdca191604d9b50867af2,41,$40.01,,9,6733666494079956
2024-12-31T17:09:39.000Z,,,Versatile,pink,Luxurious,Nylon,Medium;Sweet,"Maecenas euismod sapien eu arcu convallis, vitae vestibulum ipsum maximus.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
Fusce aliquet ",roadhouse-rub,6774255342d8ecddf8318586,Roadhouse Rub,standard-taxable,Physical,6733666494079955,2025-01-08T19:43:44.000Z,True,2025-01-08T19:43:44.000Z,"$3,725.52",22,67742554c7f918a28c5efb42,93,$97.64,35,5,6733666494079956
2024-11-19T18:44:47.000Z,,,Premium,white,Stylish,Denim,Hot;Savory,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae.
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae.
Praesent nec orci at nulla consequat congue ut non arcu.
Sed auctor augue id tellus lacinia, nec ultricies e",spice-1,673cdc9f91604d9b50867812,Spice 1,standard-taxable,Physical,6733666494079955,2024-12-02T22:27:41.000Z,True,2025-07-31T18:24:46.000Z,"$8,766.56",42,673cdca391604d9b50867d99,41,$40.01,,9,6733666494079956
2025-01-08T19:56:35.000Z,https://cdn.prod.website-files.com/673ba109cf98a2fb6469de84/673cdc9e91604d9b508677a8_image17.jpeg,,High-quality,Denim,High-quality,blueGrey,Medium;Spicy,"Sed auctor augue id tellus lacinia, nec ultricies est fermentum.
Integer rutrum ante et nunc venenatis, id ultricies risus ultricies.
Praesent nec orci at nulla consequat congue ut non arcu.
Cras sit amet velit id nulla tempus dictum sit amet eu nisi.
",where-theres-hickory-smoke-copy,677ed873e6c6b4d407238642,Where There's Hickory Smoke Copy,standard-taxable,Physical,6733666494079955,,True,2025-01-08T19:56:37.000Z,"$1,072.26",98,677ed874265479da97a388d8,61,$4.68,28,50,6733666494079956
